Run,Sam.file.name,LABID
GTseq.prod.all252,z0051324_Mnov_GTseek_022_054_PLT_2.fastq.sam,z0051324
GTseq.prod.all253,z0051326_Mnov_GTseek_027_125_PLT_7.fastq.sam,z0051326
GTseq.prod.all254,z0051328_Mnov_GTseek_027_127_PLT_7.fastq.sam,z0051328
GTseq.prod.all256,z0051380_Mnov_GTseek_022_056_PLT_2.fastq.sam,z0051380
GTseq.prod.all257,z0051380_Mnov_GTseek_022_178_PLT_2.fastq.sam,z0051380
GTseq.prod.all258,z0051381_Mnov_GTseek_022_058_PLT_2.fastq.sam,z0051381
GTseq.prod.all259,z0051399_Mnov_GTseek_027_129_PLT_7.fastq.sam,z0051399
GTseq.prod.all261,z0051400_Mnov_GTseek_022_162_PLT_2.fastq.sam,z0051400
GTseq.prod.all262,z0051400_Mnov_GTseek_022_192_PLT_2.fastq.sam,z0051400
GTseq.prod.all263,z0051402_Mnov_GTseek_022_164_PLT_2.fastq.sam,z0051402
GTseq.prod.all264,z0051404_Mnov_GTseek_027_131_PLT_7.fastq.sam,z0051404
GTseq.prod.all265,z0051405_Mnov_GTseek_027_133_PLT_7.fastq.sam,z0051405
GTseq.prod.all266,z0051428_Mnov_GTseek_022_166_PLT_2.fastq.sam,z0051428
GTseq.prod.all267,z0051447_Mnov_GTseek_022_060_PLT_2.fastq.sam,z0051447
GTseq.prod.all268,z0051816_Mnov_GTseek_027_135_PLT_7.fastq.sam,z0051816
GTseq.prod.all269,z0051844_Mnov_GTseek_027_137_PLT_7.fastq.sam,z0051844
GTseq.prod.all270,z0051875_Mnov_GTseek_022_062_PLT_2.fastq.sam,z0051875
GTseq.prod.all271,z0051879_Mnov_GTseek_022_064_PLT_2.fastq.sam,z0051879
GTseq.prod.all272,z0051885_Mnov_GTseek_022_066_PLT_2.fastq.sam,z0051885
GTseq.prod.all273,z0051888_Mnov_GTseek_027_139_PLT_7.fastq.sam,z0051888
GTseq.prod.all274,z0051891_Mnov_GTseek_027_141_PLT_7.fastq.sam,z0051891
GTseq.prod.all275,z0051893_Mnov_GTseek_022_168_PLT_2.fastq.sam,z0051893
GTseq.prod.all276,z0051895_Mnov_GTseek_022_068_PLT_2.fastq.sam,z0051895
GTseq.prod.all277,z0051898_Mnov_GTseek_027_143_PLT_7.fastq.sam,z0051898
GTseq.prod.all278,z0051899_Mnov_GTseek_022_070_PLT_2.fastq.sam,z0051899
GTseq.prod.all279,z0051906_Mnov_GTseek_022_072_PLT_2.fastq.sam,z0051906
GTseq.prod.all280,z0051918_Mnov_GTseek_022_074_PLT_2.fastq.sam,z0051918
GTseq.prod.all281,z0051929_Mnov_GTseek_022_076_PLT_2.fastq.sam,z0051929
GTseq.prod.all282,z0051932_Mnov_GTseek_022_078_PLT_2.fastq.sam,z0051932
GTseq.prod.all283,z0051939_Mnov_GTseek_027_145_PLT_7.fastq.sam,z0051939
GTseq.prod.all285,z0051945_Mnov_GTseek_027_147_PLT_7.fastq.sam,z0051945
GTseq.prod.all286,z0051945_Mnov_GTseek_027_187_PLT_7.fastq.sam,z0051945
GTseq.prod.all287,z0051947_Mnov_GTseek_022_170_PLT_2.fastq.sam,z0051947
GTseq.prod.all288,z0051959_Mnov_GTseek_027_149_PLT_7.fastq.sam,z0051959
GTseq.prod.all290,z0051966_Mnov_GTseek_022_080_PLT_2.fastq.sam,z0051966
GTseq.prod.all291,z0051966_Mnov_GTseek_022_180_PLT_2.fastq.sam,z0051966
GTseq.prod.all292,z0051968_Mnov_GTseek_022_082_PLT_2.fastq.sam,z0051968
GTseq.prod.all294,z0052846_Mnov_GTseek_027_151_PLT_7.fastq.sam,z0052846
GTseq.prod.all295,z0052846_Mnov_GTseek_027_189_PLT_7.fastq.sam,z0052846
GTseq.prod.all296,z0052882_Mnov_GTseek_027_153_PLT_7.fastq.sam,z0052882
GTseq.prod.all297,z0053021_Mnov_GTseek_027_155_PLT_7.fastq.sam,z0053021
GTseq.prod.all298,z0053038_Mnov_GTseek_027_157_PLT_7.fastq.sam,z0053038
GTseq.prod.all299,z0053051_Mnov_GTseek_027_159_PLT_7.fastq.sam,z0053051
GTseq.prod.all300,z0053054_Mnov_GTseek_022_084_PLT_2.fastq.sam,z0053054
GTseq.prod.all302,z0053055_Mnov_GTseek_022_086_PLT_2.fastq.sam,z0053055
GTseq.prod.all303,z0053055_Mnov_GTseek_022_182_PLT_2.fastq.sam,z0053055
GTseq.prod.all304,z0053073_Mnov_GTseek_027_161_PLT_7.fastq.sam,z0053073
GTseq.prod.all306,z0053078_Mnov_GTseek_027_163_PLT_7.fastq.sam,z0053078
GTseq.prod.all307,z0053078_Mnov_GTseek_027_191_PLT_7.fastq.sam,z0053078
GTseq.prod.all308,z0053097_Mnov_GTseek_027_165_PLT_7.fastq.sam,z0053097
GTseq.prod.all309,z0053103_Mnov_GTseek_027_167_PLT_7.fastq.sam,z0053103
GTseq.prod.all310,z0053132_Mnov_GTseek_027_169_PLT_7.fastq.sam,z0053132
GTseq.prod.all311,z0053754_Mnov_GTseek_023_002_PLT_3.fastq.sam,z0053754
GTseq.prod.all312,z0053756_Mnov_GTseek_022_088_PLT_2.fastq.sam,z0053756
GTseq.prod.all313,z0053757_Mnov_GTseek_022_090_PLT_2.fastq.sam,z0053757
GTseq.prod.all314,z0053758_Mnov_GTseek_022_092_PLT_2.fastq.sam,z0053758
GTseq.prod.all316,z0053759_Mnov_GTseek_023_004_PLT_3.fastq.sam,z0053759
GTseq.prod.all317,z0053759_Mnov_GTseek_023_172_PLT_3.fastq.sam,z0053759
GTseq.prod.all318,z0053842_Mnov_GTseek_022_094_PLT_2.fastq.sam,z0053842
GTseq.prod.all319,z0053843_Mnov_GTseek_022_096_PLT_2.fastq.sam,z0053843
GTseq.prod.all320,z0053844_Mnov_GTseek_023_006_PLT_3.fastq.sam,z0053844
GTseq.prod.all321,z0053845_Mnov_GTseek_022_098_PLT_2.fastq.sam,z0053845
GTseq.prod.all322,z0053849_Mnov_GTseek_023_008_PLT_3.fastq.sam,z0053849
GTseq.prod.all323,z0055884_Mnov_GTseek_029_049_PLT_9.fastq.sam,z0055884
GTseq.prod.all324,z0055895_Mnov_GTseek_029_083_PLT_9.fastq.sam,z0055895
GTseq.prod.all325,z0055896_Mnov_GTseek_029_051_PLT_9.fastq.sam,z0055896
GTseq.prod.all326,z0055903_Mnov_GTseek_028_001_PLT_8.fastq.sam,z0055903
GTseq.prod.all327,z0055908_Mnov_GTseek_028_003_PLT_8.fastq.sam,z0055908
GTseq.prod.all328,z0055909_Mnov_GTseek_029_053_PLT_9.fastq.sam,z0055909
GTseq.prod.all330,z0055910_Mnov_GTseek_029_105_PLT_9.fastq.sam,z0055910
GTseq.prod.all331,z0055910_Mnov_GTseek_029_183_PLT_9.fastq.sam,z0055910
GTseq.prod.all333,z0055912_Mnov_GTseek_028_005_PLT_8.fastq.sam,z0055912
GTseq.prod.all334,z0055912_Mnov_GTseek_028_145_PLT_8.fastq.sam,z0055912
GTseq.prod.all335,z0055915_Mnov_GTseek_029_057_PLT_9.fastq.sam,z0055915
GTseq.prod.all336,z0055916_Mnov_GTseek_028_007_PLT_8.fastq.sam,z0055916
GTseq.prod.all337,z0055928_Mnov_GTseek_029_107_PLT_9.fastq.sam,z0055928
GTseq.prod.all338,z0055931_Mnov_GTseek_028_009_PLT_8.fastq.sam,z0055931
GTseq.prod.all339,z0055932_Mnov_GTseek_029_061_PLT_9.fastq.sam,z0055932
GTseq.prod.all340,z0055936_Mnov_GTseek_029_113_PLT_9.fastq.sam,z0055936
GTseq.prod.all341,z0055944_Mnov_GTseek_028_011_PLT_8.fastq.sam,z0055944
GTseq.prod.all342,z0055945_Mnov_GTseek_029_043_PLT_9.fastq.sam,z0055945
GTseq.prod.all344,z0055947_Mnov_GTseek_029_093_PLT_9.fastq.sam,z0055947
GTseq.prod.all345,z0055947_Mnov_GTseek_029_181_PLT_9.fastq.sam,z0055947
GTseq.prod.all346,z0055948_Mnov_GTseek_029_097_PLT_9.fastq.sam,z0055948
GTseq.prod.all347,z0055957_Mnov_GTseek_029_109_PLT_9.fastq.sam,z0055957
GTseq.prod.all348,z0055959_Mnov_GTseek_029_103_PLT_9.fastq.sam,z0055959
GTseq.prod.all349,z0055962_Mnov_GTseek_028_013_PLT_8.fastq.sam,z0055962
GTseq.prod.all350,z0055963_Mnov_GTseek_029_087_PLT_9.fastq.sam,z0055963
GTseq.prod.all352,z0055965_Mnov_GTseek_029_115_PLT_9.fastq.sam,z0055965
GTseq.prod.all353,z0055965_Mnov_GTseek_029_185_PLT_9.fastq.sam,z0055965
GTseq.prod.all354,z0055970_Mnov_GTseek_029_091_PLT_9.fastq.sam,z0055970
GTseq.prod.all355,z0055971_Mnov_GTseek_028_015_PLT_8.fastq.sam,z0055971
GTseq.prod.all356,z0055977_Mnov_GTseek_028_017_PLT_8.fastq.sam,z0055977
GTseq.prod.all357,z0055986_Mnov_GTseek_029_085_PLT_9.fastq.sam,z0055986
GTseq.prod.all358,z0055990_Mnov_GTseek_029_099_PLT_9.fastq.sam,z0055990
GTseq.prod.all359,z0055999_Mnov_GTseek_028_019_PLT_8.fastq.sam,z0055999
GTseq.prod.all360,z0056001_Mnov_GTseek_029_089_PLT_9.fastq.sam,z0056001
GTseq.prod.all361,z0056010_Mnov_GTseek_029_095_PLT_9.fastq.sam,z0056010
GTseq.prod.all362,z0056011_Mnov_GTseek_029_117_PLT_9.fastq.sam,z0056011
GTseq.prod.all363,z0056012_Mnov_GTseek_029_111_PLT_9.fastq.sam,z0056012
GTseq.prod.all364,z0056020_Mnov_GTseek_028_021_PLT_8.fastq.sam,z0056020
GTseq.prod.all365,z0056029_Mnov_GTseek_029_119_PLT_9.fastq.sam,z0056029
GTseq.prod.all366,z0056044_Mnov_GTseek_029_121_PLT_9.fastq.sam,z0056044
GTseq.prod.all367,z0056052_Mnov_GTseek_029_047_PLT_9.fastq.sam,z0056052
GTseq.prod.all368,z0056056_Mnov_GTseek_029_065_PLT_9.fastq.sam,z0056056
GTseq.prod.all369,z0056058_Mnov_GTseek_029_067_PLT_9.fastq.sam,z0056058
GTseq.prod.all370,z0056059_Mnov_GTseek_029_069_PLT_9.fastq.sam,z0056059
GTseq.prod.all371,z0056062_Mnov_GTseek_029_123_PLT_9.fastq.sam,z0056062
GTseq.prod.all372,z0056063_Mnov_GTseek_029_125_PLT_9.fastq.sam,z0056063
GTseq.prod.all373,z0056064_Mnov_GTseek_029_127_PLT_9.fastq.sam,z0056064
GTseq.prod.all374,z0056065_Mnov_GTseek_029_129_PLT_9.fastq.sam,z0056065
GTseq.prod.all375,z0056066_Mnov_GTseek_029_131_PLT_9.fastq.sam,z0056066
GTseq.prod.all376,z0056069_Mnov_GTseek_029_133_PLT_9.fastq.sam,z0056069
GTseq.prod.all377,z0056070_Mnov_GTseek_023_010_PLT_3.fastq.sam,z0056070
GTseq.prod.all378,z0056072_Mnov_GTseek_029_071_PLT_9.fastq.sam,z0056072
GTseq.prod.all380,z0056073_Mnov_GTseek_029_073_PLT_9.fastq.sam,z0056073
GTseq.prod.all381,z0056073_Mnov_GTseek_029_179_PLT_9.fastq.sam,z0056073
GTseq.prod.all382,z0056074_Mnov_GTseek_029_075_PLT_9.fastq.sam,z0056074
GTseq.prod.all383,z0056076_Mnov_GTseek_029_135_PLT_9.fastq.sam,z0056076
GTseq.prod.all385,z0056079_Mnov_GTseek_029_147_PLT_9.fastq.sam,z0056079
GTseq.prod.all386,z0056079_Mnov_GTseek_029_189_PLT_9.fastq.sam,z0056079
GTseq.prod.all387,z0056081_Mnov_GTseek_029_077_PLT_9.fastq.sam,z0056081
GTseq.prod.all388,z0056082_Mnov_GTseek_029_081_PLT_9.fastq.sam,z0056082
GTseq.prod.all389,z0056083_Mnov_GTseek_029_079_PLT_9.fastq.sam,z0056083
GTseq.prod.all390,z0056085_Mnov_GTseek_029_137_PLT_9.fastq.sam,z0056085
GTseq.prod.all391,z0056089_Mnov_GTseek_029_045_PLT_9.fastq.sam,z0056089
GTseq.prod.all392,z0056090_Mnov_GTseek_029_139_PLT_9.fastq.sam,z0056090
GTseq.prod.all393,z0056092_Mnov_GTseek_029_029_PLT_9.fastq.sam,z0056092
GTseq.prod.all394,z0056093_Mnov_GTseek_029_141_PLT_9.fastq.sam,z0056093
GTseq.prod.all396,z0056095_Mnov_GTseek_029_143_PLT_9.fastq.sam,z0056095
GTseq.prod.all397,z0056095_Mnov_GTseek_029_187_PLT_9.fastq.sam,z0056095
GTseq.prod.all398,z0056100_Mnov_GTseek_029_145_PLT_9.fastq.sam,z0056100
GTseq.prod.all399,z0056102_Mnov_GTseek_029_149_PLT_9.fastq.sam,z0056102
GTseq.prod.all400,z0056103_Mnov_GTseek_029_151_PLT_9.fastq.sam,z0056103
GTseq.prod.all401,z0056104_Mnov_GTseek_029_153_PLT_9.fastq.sam,z0056104
GTseq.prod.all403,z0056106_Mnov_GTseek_029_055_PLT_9.fastq.sam,z0056106
GTseq.prod.all404,z0056106_Mnov_GTseek_029_177_PLT_9.fastq.sam,z0056106
GTseq.prod.all405,z0056110_Mnov_GTseek_029_059_PLT_9.fastq.sam,z0056110
GTseq.prod.all406,z0056111_Mnov_GTseek_029_063_PLT_9.fastq.sam,z0056111
GTseq.prod.all407,z0056337_Mnov_GTseek_029_101_PLT_9.fastq.sam,z0056337
GTseq.prod.all408,z0056374_Mnov_GTseek_023_012_PLT_3.fastq.sam,z0056374
GTseq.prod.all409,z0056375_Mnov_GTseek_028_023_PLT_8.fastq.sam,z0056375
GTseq.prod.all410,z0056377_Mnov_GTseek_023_014_PLT_3.fastq.sam,z0056377
GTseq.prod.all411,z0056378_Mnov_GTseek_023_016_PLT_3.fastq.sam,z0056378
GTseq.prod.all412,z0056380_Mnov_GTseek_022_100_PLT_2.fastq.sam,z0056380
GTseq.prod.all413,z0056382_Mnov_GTseek_023_018_PLT_3.fastq.sam,z0056382
GTseq.prod.all414,z0056384_Mnov_GTseek_022_102_PLT_2.fastq.sam,z0056384
GTseq.prod.all415,z0056386_Mnov_GTseek_022_104_PLT_2.fastq.sam,z0056386
GTseq.prod.all417,z0056392_Mnov_GTseek_022_106_PLT_2.fastq.sam,z0056392
GTseq.prod.all418,z0056392_Mnov_GTseek_022_184_PLT_2.fastq.sam,z0056392
GTseq.prod.all419,z0056393_Mnov_GTseek_022_108_PLT_2.fastq.sam,z0056393
GTseq.prod.all420,z0056394_Mnov_GTseek_023_020_PLT_3.fastq.sam,z0056394
GTseq.prod.all421,z0056395_Mnov_GTseek_023_022_PLT_3.fastq.sam,z0056395
GTseq.prod.all422,z0056396_Mnov_GTseek_022_110_PLT_2.fastq.sam,z0056396
GTseq.prod.all423,z0056397_Mnov_GTseek_023_024_PLT_3.fastq.sam,z0056397
GTseq.prod.all424,z0056399_Mnov_GTseek_023_026_PLT_3.fastq.sam,z0056399
GTseq.prod.all425,z0061527_Mnov_GTseek_028_025_PLT_8.fastq.sam,z0061527
GTseq.prod.all426,z0061967_Mnov_GTseek_023_028_PLT_3.fastq.sam,z0061967
GTseq.prod.all427,z0061969_Mnov_GTseek_022_112_PLT_2.fastq.sam,z0061969
GTseq.prod.all428,z0061971_Mnov_GTseek_028_027_PLT_8.fastq.sam,z0061971
GTseq.prod.all429,z0061973_Mnov_GTseek_022_114_PLT_2.fastq.sam,z0061973
GTseq.prod.all430,z0061976_Mnov_GTseek_022_116_PLT_2.fastq.sam,z0061976
GTseq.prod.all431,z0061978_Mnov_GTseek_022_118_PLT_2.fastq.sam,z0061978
GTseq.prod.all433,z0061980_Mnov_GTseek_028_029_PLT_8.fastq.sam,z0061980
GTseq.prod.all434,z0061980_Mnov_GTseek_028_147_PLT_8.fastq.sam,z0061980
GTseq.prod.all435,z0061982_Mnov_GTseek_028_031_PLT_8.fastq.sam,z0061982
GTseq.prod.all437,z0062886_Mnov_GTseek_028_123_PLT_8.fastq.sam,z0062886
GTseq.prod.all438,z0062886_Mnov_GTseek_028_155_PLT_8.fastq.sam,z0062886
GTseq.prod.all439,z0063092_Mnov_GTseek_028_033_PLT_8.fastq.sam,z0063092
GTseq.prod.all441,z0063304_Mnov_GTseek_028_035_PLT_8.fastq.sam,z0063304
GTseq.prod.all442,z0063304_Mnov_GTseek_028_149_PLT_8.fastq.sam,z0063304
GTseq.prod.all443,z0066166_Mnov_GTseek_023_030_PLT_3.fastq.sam,z0066166
GTseq.prod.all444,z0067213_Mnov_GTseek_028_125_PLT_8.fastq.sam,z0067213
GTseq.prod.all446,z0068471_Mnov_GTseek_023_032_PLT_3.fastq.sam,z0068471
GTseq.prod.all447,z0068471_Mnov_GTseek_023_174_PLT_3.fastq.sam,z0068471
GTseq.prod.all448,z0068566_Mnov_GTseek_023_034_PLT_3.fastq.sam,z0068566
GTseq.prod.all449,z0075691_Mnov_GTseek_028_037_PLT_8.fastq.sam,z0075691
GTseq.prod.all450,z0100814_Mnov_GTseek_028_137_PLT_8.fastq.sam,z0100814
GTseq.prod.all451,z0101084_Mnov_GTseek_023_036_PLT_3.fastq.sam,z0101084
GTseq.prod.all452,z0101085_Mnov_GTseek_022_120_PLT_2.fastq.sam,z0101085
GTseq.prod.all453,z0101101_Mnov_GTseek_022_122_PLT_2.fastq.sam,z0101101
GTseq.prod.all454,z0107055_Mnov_GTseek_029_031_PLT_9.fastq.sam,z0107055
GTseq.prod.all455,z0107073_Mnov_GTseek_029_033_PLT_9.fastq.sam,z0107073
GTseq.prod.all456,z0107078_Mnov_GTseek_029_035_PLT_9.fastq.sam,z0107078
GTseq.prod.all458,z0107080_Mnov_GTseek_029_037_PLT_9.fastq.sam,z0107080
GTseq.prod.all459,z0107080_Mnov_GTseek_029_175_PLT_9.fastq.sam,z0107080
GTseq.prod.all460,z0107099_Mnov_GTseek_028_039_PLT_8.fastq.sam,z0107099
GTseq.prod.all461,z0107101_Mnov_GTseek_028_041_PLT_8.fastq.sam,z0107101
GTseq.prod.all462,z0108473_Mnov_GTseek_023_038_PLT_3.fastq.sam,z0108473
GTseq.prod.all463,z0108480_Mnov_GTseek_023_040_PLT_3.fastq.sam,z0108480
GTseq.prod.all464,z0108489_Mnov_GTseek_028_043_PLT_8.fastq.sam,z0108489
GTseq.prod.all465,z0108494_Mnov_GTseek_022_124_PLT_2.fastq.sam,z0108494
GTseq.prod.all466,z0108508_Mnov_GTseek_023_042_PLT_3.fastq.sam,z0108508
GTseq.prod.all467,z0108510_Mnov_GTseek_029_039_PLT_9.fastq.sam,z0108510
GTseq.prod.all469,z0108513_Mnov_GTseek_022_126_PLT_2.fastq.sam,z0108513
GTseq.prod.all470,z0108513_Mnov_GTseek_022_186_PLT_2.fastq.sam,z0108513
GTseq.prod.all471,z0108516_Mnov_GTseek_022_128_PLT_2.fastq.sam,z0108516
GTseq.prod.all472,z0113607_Mnov_GTseek_028_045_PLT_8.fastq.sam,z0113607
GTseq.prod.all473,z0113619_Mnov_GTseek_028_047_PLT_8.fastq.sam,z0113619
GTseq.prod.all474,z0113620_Mnov_GTseek_028_049_PLT_8.fastq.sam,z0113620
GTseq.prod.all475,z0113628_Mnov_GTseek_028_051_PLT_8.fastq.sam,z0113628
GTseq.prod.all476,z0117063_Mnov_GTseek_029_161_PLT_9.fastq.sam,z0117063
GTseq.prod.all477,z0133302_Mnov_GTseek_023_044_PLT_3.fastq.sam,z0133302
GTseq.prod.all478,z0143977_Mnov_GTseek_029_169_PLT_9.fastq.sam,z0143977
GTseq.prod.all479,z0145207_Mnov_GTseek_028_053_PLT_8.fastq.sam,z0145207
GTseq.prod.all480,z0145401_Mnov_GTseek_028_127_PLT_8.fastq.sam,z0145401
GTseq.prod.all481,z0146081_Mnov_GTseek_028_055_PLT_8.fastq.sam,z0146081
GTseq.prod.all482,z0146087_Mnov_GTseek_028_057_PLT_8.fastq.sam,z0146087
GTseq.prod.all483,z0146094_Mnov_GTseek_028_059_PLT_8.fastq.sam,z0146094
GTseq.prod.all484,z0160234_Mnov_GTseek_028_141_PLT_8.fastq.sam,z0160234
GTseq.prod.all486,z0173485_Mnov_GTseek_023_046_PLT_3.fastq.sam,z0173485
GTseq.prod.all487,z0173485_Mnov_GTseek_023_176_PLT_3.fastq.sam,z0173485
GTseq.prod.all488,z0174005_Mnov_GTseek_028_061_PLT_8.fastq.sam,z0174005
GTseq.prod.all489,z0175351_Mnov_GTseek_028_063_PLT_8.fastq.sam,z0175351
GTseq.prod.all490,z0175354_Mnov_GTseek_028_065_PLT_8.fastq.sam,z0175354
GTseq.prod.all491,z0175364_Mnov_GTseek_022_130_PLT_2.fastq.sam,z0175364
GTseq.prod.all492,z0175371_Mnov_GTseek_022_132_PLT_2.fastq.sam,z0175371
GTseq.prod.all493,z0175377_Mnov_GTseek_028_067_PLT_8.fastq.sam,z0175377
GTseq.prod.all494,z0175378_Mnov_GTseek_028_069_PLT_8.fastq.sam,z0175378
GTseq.prod.all495,z0175381_Mnov_GTseek_028_071_PLT_8.fastq.sam,z0175381
GTseq.prod.all496,z0175912_Mnov_GTseek_028_073_PLT_8.fastq.sam,z0175912
GTseq.prod.all498,z0175914_Mnov_GTseek_028_075_PLT_8.fastq.sam,z0175914
GTseq.prod.all499,z0175914_Mnov_GTseek_028_151_PLT_8.fastq.sam,z0175914
