Run,Sam.file.name,LABID
GTseq.prod.all500,z0175915_Mnov_GTseek_028_077_PLT_8.fastq.sam,z0175915
GTseq.prod.all501,z0175916_Mnov_GTseek_028_079_PLT_8.fastq.sam,z0175916
GTseq.prod.all502,z0175927_Mnov_GTseek_028_081_PLT_8.fastq.sam,z0175927
GTseq.prod.all503,z0175928_Mnov_GTseek_028_083_PLT_8.fastq.sam,z0175928
GTseq.prod.all504,z0175930_Mnov_GTseek_028_085_PLT_8.fastq.sam,z0175930
GTseq.prod.all505,z0175937_Mnov_GTseek_028_087_PLT_8.fastq.sam,z0175937
GTseq.prod.all506,z0175950_Mnov_GTseek_023_048_PLT_3.fastq.sam,z0175950
GTseq.prod.all507,z0178294_Mnov_GTseek_023_050_PLT_3.fastq.sam,z0178294
GTseq.prod.all509,z0178296_Mnov_GTseek_023_052_PLT_3.fastq.sam,z0178296
GTseq.prod.all510,z0178296_Mnov_GTseek_023_178_PLT_3.fastq.sam,z0178296
GTseq.prod.all511,z0178305_Mnov_GTseek_023_054_PLT_3.fastq.sam,z0178305
GTseq.prod.all512,z0178348_Mnov_GTseek_028_089_PLT_8.fastq.sam,z0178348
GTseq.prod.all514,z0187811_Mnov_GTseek_028_091_PLT_8.fastq.sam,z0187811
GTseq.prod.all515,z0187811_Mnov_GTseek_028_153_PLT_8.fastq.sam,z0187811
GTseq.prod.all516,z0187819_Mnov_GTseek_028_093_PLT_8.fastq.sam,z0187819
GTseq.prod.all517,z0187837_Mnov_GTseek_028_095_PLT_8.fastq.sam,z0187837
GTseq.prod.all518,z0187842_Mnov_GTseek_028_097_PLT_8.fastq.sam,z0187842
GTseq.prod.all519,z0187846_Mnov_GTseek_028_099_PLT_8.fastq.sam,z0187846
GTseq.prod.all520,z0187857_Mnov_GTseek_028_101_PLT_8.fastq.sam,z0187857
GTseq.prod.all521,z0187859_Mnov_GTseek_028_103_PLT_8.fastq.sam,z0187859
GTseq.prod.all522,z0187860_Mnov_GTseek_028_105_PLT_8.fastq.sam,z0187860
GTseq.prod.all523,z0187868_Mnov_GTseek_028_107_PLT_8.fastq.sam,z0187868
GTseq.prod.all524,z0187885_Mnov_GTseek_028_109_PLT_8.fastq.sam,z0187885
GTseq.prod.all525,z0187906_Mnov_GTseek_028_111_PLT_8.fastq.sam,z0187906
GTseq.prod.all526,z0195258_Mnov_GTseek_023_072_PLT_3.fastq.sam,z0195258
GTseq.prod.all527,z0195642_Mnov_GTseek_023_074_PLT_3.fastq.sam,z0195642
GTseq.prod.all528,z0195643_Mnov_GTseek_023_076_PLT_3.fastq.sam,z0195643
GTseq.prod.all530,z0195644_Mnov_GTseek_023_078_PLT_3.fastq.sam,z0195644
GTseq.prod.all531,z0195644_Mnov_GTseek_023_180_PLT_3.fastq.sam,z0195644
GTseq.prod.all532,z0195645_Mnov_GTseek_023_080_PLT_3.fastq.sam,z0195645
GTseq.prod.all533,z0195646_Mnov_GTseek_023_082_PLT_3.fastq.sam,z0195646
GTseq.prod.all534,z0195647_Mnov_GTseek_023_084_PLT_3.fastq.sam,z0195647
GTseq.prod.all536,z0195648_Mnov_GTseek_023_086_PLT_3.fastq.sam,z0195648
GTseq.prod.all537,z0195648_Mnov_GTseek_023_182_PLT_3.fastq.sam,z0195648
GTseq.prod.all538,z0195650_Mnov_GTseek_023_088_PLT_3.fastq.sam,z0195650
GTseq.prod.all539,z0195651_Mnov_GTseek_023_090_PLT_3.fastq.sam,z0195651
GTseq.prod.all540,z0195653_Mnov_GTseek_023_092_PLT_3.fastq.sam,z0195653
GTseq.prod.all541,z0195656_Mnov_GTseek_023_094_PLT_3.fastq.sam,z0195656
GTseq.prod.all542,z0195657_Mnov_GTseek_023_096_PLT_3.fastq.sam,z0195657
GTseq.prod.all543,z0195658_Mnov_GTseek_023_098_PLT_3.fastq.sam,z0195658
GTseq.prod.all544,z0195659_Mnov_GTseek_023_100_PLT_3.fastq.sam,z0195659
GTseq.prod.all545,z0195660_Mnov_GTseek_023_102_PLT_3.fastq.sam,z0195660
GTseq.prod.all546,z0195661_Mnov_GTseek_023_104_PLT_3.fastq.sam,z0195661
GTseq.prod.all548,z0195662_Mnov_GTseek_023_106_PLT_3.fastq.sam,z0195662
GTseq.prod.all549,z0195662_Mnov_GTseek_023_184_PLT_3.fastq.sam,z0195662
GTseq.prod.all550,z0195664_Mnov_GTseek_023_108_PLT_3.fastq.sam,z0195664
GTseq.prod.all551,z0195665_Mnov_GTseek_023_110_PLT_3.fastq.sam,z0195665
GTseq.prod.all552,z0195667_Mnov_GTseek_023_112_PLT_3.fastq.sam,z0195667
GTseq.prod.all553,z0195668_Mnov_GTseek_023_114_PLT_3.fastq.sam,z0195668
GTseq.prod.all554,z0195669_Mnov_GTseek_023_116_PLT_3.fastq.sam,z0195669
GTseq.prod.all555,z0195670_Mnov_GTseek_023_118_PLT_3.fastq.sam,z0195670
GTseq.prod.all556,z0195671_Mnov_GTseek_023_120_PLT_3.fastq.sam,z0195671
GTseq.prod.all557,z0195672_Mnov_GTseek_023_122_PLT_3.fastq.sam,z0195672
GTseq.prod.all558,z0195673_Mnov_GTseek_023_124_PLT_3.fastq.sam,z0195673
GTseq.prod.all560,z0195674_Mnov_GTseek_023_126_PLT_3.fastq.sam,z0195674
GTseq.prod.all561,z0195674_Mnov_GTseek_023_186_PLT_3.fastq.sam,z0195674
GTseq.prod.all562,z0195675_Mnov_GTseek_023_128_PLT_3.fastq.sam,z0195675
GTseq.prod.all564,z0195677_Mnov_GTseek_023_130_PLT_3.fastq.sam,z0195677
GTseq.prod.all565,z0195677_Mnov_GTseek_023_188_PLT_3.fastq.sam,z0195677
GTseq.prod.all566,z0195678_Mnov_GTseek_023_132_PLT_3.fastq.sam,z0195678
GTseq.prod.all567,z0195679_Mnov_GTseek_023_134_PLT_3.fastq.sam,z0195679
GTseq.prod.all568,z0195680_Mnov_GTseek_023_136_PLT_3.fastq.sam,z0195680
GTseq.prod.all569,z0195681_Mnov_GTseek_023_138_PLT_3.fastq.sam,z0195681
GTseq.prod.all570,z0195682_Mnov_GTseek_023_140_PLT_3.fastq.sam,z0195682
GTseq.prod.all571,z0195684_Mnov_GTseek_023_142_PLT_3.fastq.sam,z0195684
GTseq.prod.all572,z0195685_Mnov_GTseek_023_144_PLT_3.fastq.sam,z0195685
GTseq.prod.all573,z0195686_Mnov_GTseek_023_146_PLT_3.fastq.sam,z0195686
GTseq.prod.all574,z0195687_Mnov_GTseek_023_148_PLT_3.fastq.sam,z0195687
GTseq.prod.all575,z0195689_Mnov_GTseek_023_150_PLT_3.fastq.sam,z0195689
GTseq.prod.all576,z0195690_Mnov_GTseek_023_152_PLT_3.fastq.sam,z0195690
GTseq.prod.all577,z0195693_Mnov_GTseek_023_154_PLT_3.fastq.sam,z0195693
GTseq.prod.all578,z0195694_Mnov_GTseek_023_156_PLT_3.fastq.sam,z0195694
GTseq.prod.all579,z0195695_Mnov_GTseek_023_158_PLT_3.fastq.sam,z0195695
GTseq.prod.all581,z0195696_Mnov_GTseek_023_160_PLT_3.fastq.sam,z0195696
GTseq.prod.all582,z0195696_Mnov_GTseek_023_190_PLT_3.fastq.sam,z0195696
GTseq.prod.all583,z0195697_Mnov_GTseek_023_162_PLT_3.fastq.sam,z0195697
GTseq.prod.all584,z0195700_Mnov_GTseek_023_164_PLT_3.fastq.sam,z0195700
GTseq.prod.all585,z0195702_Mnov_GTseek_023_166_PLT_3.fastq.sam,z0195702
GTseq.prod.all587,z0195703_Mnov_GTseek_023_168_PLT_3.fastq.sam,z0195703
GTseq.prod.all588,z0195703_Mnov_GTseek_023_192_PLT_3.fastq.sam,z0195703
GTseq.prod.all589,z0195705_Mnov_GTseek_023_170_PLT_3.fastq.sam,z0195705
GTseq.prod.all590,z0195706_Mnov_GTseek_024_193_PLT_4.fastq.sam,z0195706
GTseq.prod.all591,z0195707_Mnov_GTseek_024_195_PLT_4.fastq.sam,z0195707
GTseq.prod.all593,z0195708_Mnov_GTseek_024_197_PLT_4.fastq.sam,z0195708
GTseq.prod.all594,z0195708_Mnov_GTseek_024_363_PLT_4.fastq.sam,z0195708
GTseq.prod.all595,z0195709_Mnov_GTseek_024_199_PLT_4.fastq.sam,z0195709
GTseq.prod.all596,z0195710_Mnov_GTseek_024_201_PLT_4.fastq.sam,z0195710
GTseq.prod.all597,z0195711_Mnov_GTseek_024_203_PLT_4.fastq.sam,z0195711
GTseq.prod.all598,z0195712_Mnov_GTseek_024_205_PLT_4.fastq.sam,z0195712
GTseq.prod.all599,z0195713_Mnov_GTseek_024_207_PLT_4.fastq.sam,z0195713
GTseq.prod.all600,z0195714_Mnov_GTseek_024_209_PLT_4.fastq.sam,z0195714
GTseq.prod.all601,z0195715_Mnov_GTseek_024_211_PLT_4.fastq.sam,z0195715
GTseq.prod.all602,z0195716_Mnov_GTseek_024_213_PLT_4.fastq.sam,z0195716
GTseq.prod.all603,z0195717_Mnov_GTseek_024_215_PLT_4.fastq.sam,z0195717
GTseq.prod.all604,z0195718_Mnov_GTseek_024_217_PLT_4.fastq.sam,z0195718
GTseq.prod.all606,z0195720_Mnov_GTseek_024_219_PLT_4.fastq.sam,z0195720
GTseq.prod.all607,z0195720_Mnov_GTseek_024_365_PLT_4.fastq.sam,z0195720
GTseq.prod.all608,z0195721_Mnov_GTseek_024_221_PLT_4.fastq.sam,z0195721
GTseq.prod.all609,z0195722_Mnov_GTseek_024_223_PLT_4.fastq.sam,z0195722
GTseq.prod.all611,z0195724_Mnov_GTseek_024_225_PLT_4.fastq.sam,z0195724
GTseq.prod.all612,z0195724_Mnov_GTseek_024_367_PLT_4.fastq.sam,z0195724
GTseq.prod.all613,z0195725_Mnov_GTseek_024_227_PLT_4.fastq.sam,z0195725
GTseq.prod.all614,z0195727_Mnov_GTseek_024_229_PLT_4.fastq.sam,z0195727
GTseq.prod.all615,z0195728_Mnov_GTseek_024_231_PLT_4.fastq.sam,z0195728
GTseq.prod.all616,z0195729_Mnov_GTseek_024_233_PLT_4.fastq.sam,z0195729
GTseq.prod.all617,z0195730_Mnov_GTseek_024_235_PLT_4.fastq.sam,z0195730
GTseq.prod.all618,z0195731_Mnov_GTseek_024_237_PLT_4.fastq.sam,z0195731
GTseq.prod.all619,z0195732_Mnov_GTseek_024_239_PLT_4.fastq.sam,z0195732
GTseq.prod.all620,z0195733_Mnov_GTseek_024_241_PLT_4.fastq.sam,z0195733
GTseq.prod.all621,z0195734_Mnov_GTseek_024_243_PLT_4.fastq.sam,z0195734
GTseq.prod.all623,z0195735_Mnov_GTseek_024_245_PLT_4.fastq.sam,z0195735
GTseq.prod.all624,z0195735_Mnov_GTseek_024_369_PLT_4.fastq.sam,z0195735
GTseq.prod.all625,z0195736_Mnov_GTseek_024_247_PLT_4.fastq.sam,z0195736
GTseq.prod.all626,z0195737_Mnov_GTseek_024_249_PLT_4.fastq.sam,z0195737
GTseq.prod.all627,z0195738_Mnov_GTseek_024_251_PLT_4.fastq.sam,z0195738
GTseq.prod.all628,z0195739_Mnov_GTseek_024_253_PLT_4.fastq.sam,z0195739
GTseq.prod.all629,z0195740_Mnov_GTseek_024_255_PLT_4.fastq.sam,z0195740
GTseq.prod.all630,z0195741_Mnov_GTseek_024_257_PLT_4.fastq.sam,z0195741
GTseq.prod.all631,z0195742_Mnov_GTseek_024_259_PLT_4.fastq.sam,z0195742
GTseq.prod.all632,z0195743_Mnov_GTseek_024_261_PLT_4.fastq.sam,z0195743
GTseq.prod.all633,z0195748_Mnov_GTseek_024_263_PLT_4.fastq.sam,z0195748
GTseq.prod.all634,z0195749_Mnov_GTseek_024_265_PLT_4.fastq.sam,z0195749
GTseq.prod.all635,z0195750_Mnov_GTseek_024_267_PLT_4.fastq.sam,z0195750
GTseq.prod.all636,z0195751_Mnov_GTseek_024_269_PLT_4.fastq.sam,z0195751
GTseq.prod.all638,z0195753_Mnov_GTseek_024_271_PLT_4.fastq.sam,z0195753
GTseq.prod.all639,z0195753_Mnov_GTseek_024_371_PLT_4.fastq.sam,z0195753
GTseq.prod.all640,z0195754_Mnov_GTseek_024_273_PLT_4.fastq.sam,z0195754
GTseq.prod.all641,z0195755_Mnov_GTseek_024_275_PLT_4.fastq.sam,z0195755
GTseq.prod.all642,z0195756_Mnov_GTseek_024_277_PLT_4.fastq.sam,z0195756
GTseq.prod.all644,z0195757_Mnov_GTseek_024_279_PLT_4.fastq.sam,z0195757
GTseq.prod.all645,z0195757_Mnov_GTseek_024_373_PLT_4.fastq.sam,z0195757
GTseq.prod.all646,z0195758_Mnov_GTseek_024_281_PLT_4.fastq.sam,z0195758
GTseq.prod.all647,z0195759_Mnov_GTseek_024_283_PLT_4.fastq.sam,z0195759
GTseq.prod.all648,z0195760_Mnov_GTseek_024_285_PLT_4.fastq.sam,z0195760
GTseq.prod.all649,z0195761_Mnov_GTseek_024_287_PLT_4.fastq.sam,z0195761
GTseq.prod.all650,z0195763_Mnov_GTseek_024_289_PLT_4.fastq.sam,z0195763
GTseq.prod.all651,z0195764_Mnov_GTseek_024_291_PLT_4.fastq.sam,z0195764
GTseq.prod.all652,z0195766_Mnov_GTseek_024_293_PLT_4.fastq.sam,z0195766
GTseq.prod.all653,z0195769_Mnov_GTseek_024_295_PLT_4.fastq.sam,z0195769
GTseq.prod.all655,z0195770_Mnov_GTseek_024_297_PLT_4.fastq.sam,z0195770
GTseq.prod.all656,z0195770_Mnov_GTseek_024_375_PLT_4.fastq.sam,z0195770
GTseq.prod.all657,z0195771_Mnov_GTseek_024_299_PLT_4.fastq.sam,z0195771
GTseq.prod.all658,z0195772_Mnov_GTseek_024_301_PLT_4.fastq.sam,z0195772
GTseq.prod.all659,z0195773_Mnov_GTseek_024_303_PLT_4.fastq.sam,z0195773
GTseq.prod.all660,z0195775_Mnov_GTseek_024_305_PLT_4.fastq.sam,z0195775
GTseq.prod.all661,z0195776_Mnov_GTseek_024_307_PLT_4.fastq.sam,z0195776
GTseq.prod.all662,z0195777_Mnov_GTseek_024_309_PLT_4.fastq.sam,z0195777
GTseq.prod.all663,z0195778_Mnov_GTseek_024_311_PLT_4.fastq.sam,z0195778
GTseq.prod.all664,z0195779_Mnov_GTseek_024_313_PLT_4.fastq.sam,z0195779
GTseq.prod.all666,z0195780_Mnov_GTseek_024_315_PLT_4.fastq.sam,z0195780
GTseq.prod.all667,z0195780_Mnov_GTseek_024_377_PLT_4.fastq.sam,z0195780
GTseq.prod.all668,z0195781_Mnov_GTseek_024_317_PLT_4.fastq.sam,z0195781
GTseq.prod.all669,z0195782_Mnov_GTseek_024_319_PLT_4.fastq.sam,z0195782
GTseq.prod.all670,z0195783_Mnov_GTseek_024_321_PLT_4.fastq.sam,z0195783
GTseq.prod.all671,z0195786_Mnov_GTseek_024_323_PLT_4.fastq.sam,z0195786
GTseq.prod.all672,z0195787_Mnov_GTseek_024_325_PLT_4.fastq.sam,z0195787
GTseq.prod.all673,z0195791_Mnov_GTseek_024_327_PLT_4.fastq.sam,z0195791
GTseq.prod.all674,z0196686_Mnov_GTseek_023_056_PLT_3.fastq.sam,z0196686
GTseq.prod.all675,z0196687_Mnov_GTseek_023_058_PLT_3.fastq.sam,z0196687
GTseq.prod.all676,z0196689_Mnov_GTseek_023_060_PLT_3.fastq.sam,z0196689
GTseq.prod.all677,z0196690_Mnov_GTseek_023_062_PLT_3.fastq.sam,z0196690
GTseq.prod.all678,z0196691_Mnov_GTseek_023_064_PLT_3.fastq.sam,z0196691
GTseq.prod.all679,z0196692_Mnov_GTseek_023_066_PLT_3.fastq.sam,z0196692
GTseq.prod.all680,z0196693_Mnov_GTseek_023_068_PLT_3.fastq.sam,z0196693
GTseq.prod.all681,z0196694_Mnov_GTseek_023_070_PLT_3.fastq.sam,z0196694
GTseq.prod.all682,z0196707_Mnov_GTseek_024_329_PLT_4.fastq.sam,z0196707
GTseq.prod.all683,z0196708_Mnov_GTseek_024_331_PLT_4.fastq.sam,z0196708
GTseq.prod.all685,z0196709_Mnov_GTseek_024_333_PLT_4.fastq.sam,z0196709
GTseq.prod.all686,z0196709_Mnov_GTseek_024_379_PLT_4.fastq.sam,z0196709
GTseq.prod.all687,z0196710_Mnov_GTseek_024_335_PLT_4.fastq.sam,z0196710
GTseq.prod.all689,z0196711_Mnov_GTseek_024_337_PLT_4.fastq.sam,z0196711
GTseq.prod.all690,z0196711_Mnov_GTseek_024_381_PLT_4.fastq.sam,z0196711
GTseq.prod.all691,z0196713_Mnov_GTseek_024_339_PLT_4.fastq.sam,z0196713
GTseq.prod.all692,z0196714_Mnov_GTseek_024_341_PLT_4.fastq.sam,z0196714
GTseq.prod.all693,z0196715_Mnov_GTseek_024_343_PLT_4.fastq.sam,z0196715
GTseq.prod.all694,z0196718_Mnov_GTseek_024_345_PLT_4.fastq.sam,z0196718
GTseq.prod.all695,z0196721_Mnov_GTseek_024_347_PLT_4.fastq.sam,z0196721
GTseq.prod.all696,z0196722_Mnov_GTseek_024_349_PLT_4.fastq.sam,z0196722
GTseq.prod.all697,z0196723_Mnov_GTseek_024_351_PLT_4.fastq.sam,z0196723
GTseq.prod.all698,z0196724_Mnov_GTseek_024_353_PLT_4.fastq.sam,z0196724
GTseq.prod.all699,z0196725_Mnov_GTseek_024_355_PLT_4.fastq.sam,z0196725
GTseq.prod.all700,z0196726_Mnov_GTseek_024_357_PLT_4.fastq.sam,z0196726
GTseq.prod.all702,z0196727_Mnov_GTseek_024_359_PLT_4.fastq.sam,z0196727
GTseq.prod.all703,z0196727_Mnov_GTseek_024_383_PLT_4.fastq.sam,z0196727
GTseq.prod.all704,z0196728_Mnov_GTseek_024_361_PLT_4.fastq.sam,z0196728
GTseq.prod.all705,z0196731_Mnov_GTseek_025_193_PLT_5.fastq.sam,z0196731
GTseq.prod.all706,z0196732_Mnov_GTseek_025_195_PLT_5.fastq.sam,z0196732
GTseq.prod.all708,z0196736_Mnov_GTseek_025_197_PLT_5.fastq.sam,z0196736
GTseq.prod.all709,z0196736_Mnov_GTseek_025_363_PLT_5.fastq.sam,z0196736
GTseq.prod.all710,z0196737_Mnov_GTseek_025_199_PLT_5.fastq.sam,z0196737
GTseq.prod.all711,z0196738_Mnov_GTseek_025_201_PLT_5.fastq.sam,z0196738
GTseq.prod.all712,z0196739_Mnov_GTseek_025_203_PLT_5.fastq.sam,z0196739
GTseq.prod.all713,z0196741_Mnov_GTseek_025_205_PLT_5.fastq.sam,z0196741
GTseq.prod.all714,z0196742_Mnov_GTseek_025_207_PLT_5.fastq.sam,z0196742
GTseq.prod.all715,z0196743_Mnov_GTseek_025_209_PLT_5.fastq.sam,z0196743
GTseq.prod.all716,z0196744_Mnov_GTseek_025_211_PLT_5.fastq.sam,z0196744
GTseq.prod.all717,z0196747_Mnov_GTseek_025_213_PLT_5.fastq.sam,z0196747
GTseq.prod.all719,z0196748_Mnov_GTseek_025_215_PLT_5.fastq.sam,z0196748
GTseq.prod.all720,z0196748_Mnov_GTseek_025_365_PLT_5.fastq.sam,z0196748
GTseq.prod.all721,z0196749_Mnov_GTseek_025_217_PLT_5.fastq.sam,z0196749
GTseq.prod.all722,z0196750_Mnov_GTseek_025_219_PLT_5.fastq.sam,z0196750
GTseq.prod.all723,z0196751_Mnov_GTseek_025_221_PLT_5.fastq.sam,z0196751
GTseq.prod.all724,z0196752_Mnov_GTseek_025_223_PLT_5.fastq.sam,z0196752
GTseq.prod.all726,z0196753_Mnov_GTseek_025_225_PLT_5.fastq.sam,z0196753
GTseq.prod.all727,z0196753_Mnov_GTseek_025_367_PLT_5.fastq.sam,z0196753
GTseq.prod.all728,z0196754_Mnov_GTseek_025_227_PLT_5.fastq.sam,z0196754
GTseq.prod.all729,z0196755_Mnov_GTseek_025_229_PLT_5.fastq.sam,z0196755
GTseq.prod.all730,z0196756_Mnov_GTseek_025_231_PLT_5.fastq.sam,z0196756
GTseq.prod.all731,z0196757_Mnov_GTseek_025_233_PLT_5.fastq.sam,z0196757
GTseq.prod.all732,z0196758_Mnov_GTseek_025_235_PLT_5.fastq.sam,z0196758
GTseq.prod.all733,z0196759_Mnov_GTseek_025_237_PLT_5.fastq.sam,z0196759
GTseq.prod.all734,z0196760_Mnov_GTseek_025_239_PLT_5.fastq.sam,z0196760
GTseq.prod.all735,z0196761_Mnov_GTseek_025_241_PLT_5.fastq.sam,z0196761
GTseq.prod.all736,z0196762_Mnov_GTseek_025_243_PLT_5.fastq.sam,z0196762
GTseq.prod.all737,z0196765_Mnov_GTseek_025_245_PLT_5.fastq.sam,z0196765
GTseq.prod.all738,z0196766_Mnov_GTseek_025_247_PLT_5.fastq.sam,z0196766
GTseq.prod.all739,z0196767_Mnov_GTseek_025_249_PLT_5.fastq.sam,z0196767
GTseq.prod.all740,z0196768_Mnov_GTseek_025_251_PLT_5.fastq.sam,z0196768
GTseq.prod.all741,z0196769_Mnov_GTseek_025_253_PLT_5.fastq.sam,z0196769
GTseq.prod.all743,z0196770_Mnov_GTseek_025_255_PLT_5.fastq.sam,z0196770
GTseq.prod.all744,z0196770_Mnov_GTseek_025_369_PLT_5.fastq.sam,z0196770
GTseq.prod.all745,z0196772_Mnov_GTseek_025_257_PLT_5.fastq.sam,z0196772
GTseq.prod.all746,z0196773_Mnov_GTseek_025_259_PLT_5.fastq.sam,z0196773
